country,confirmed,new_cases,deaths,recovered,active,critical,new_deaths,total_tests
Indonesia,16006,568,1043,3518,11445,0,15,173690
Colombia,12930,0,509,3133,9288,130,0,165738
South Africa,12074,0,219,4745,7110,119,0,386352
Kuwait,11975,947,88,3451,8436,175,6,231930
Philippines,11876,258,790,2337,8749,77,18,189469
Dominican Republic,11196,0,409,3221,7566,131,0,42615
S. Korea,10991,29,260,9762,969,55,1,711484
Egypt,10829,398,571,2626,7632,41,15,105000
Denmark,10713,46,537,8805,1371,35,4,357986
Serbia,10374,79,224,4084,6066,22,2,162797
Panama,8944,161,256,6067,2621,87,4,45873
Czechia,8330,61,292,5227,2811,42,2,334714
Norway,8187,12,232,32,7923,23,3,212655
Australia,6989,9,98,6301,590,18,0,943480
Argentina,6879,0,344,2385,4150,170,15,90474
Malaysia,6819,40,112,5351,1356,16,1,271721
Morocco,6593,81,189,3222,3182,1,1,76938
Algeria,6442,189,529,3158,2755,22,7,6500
Finland,6145,91,287,4300,1558,33,3,137000
Bahrain,6069,253,10,2220,3839,6,0,205570
Afghanistan,5639,413,136,691,4812,7,4,19732
Kazakhstan,5571,154,32,2408,3131,31,0,459736
Moldova,5553,147,194,2228,3131,251,9,20447
Ghana,5408,0,24,514,4870,5,0,164452
Nigeria,4971,0,164,1070,3737,7,0,29408
Oman,4341,322,17,1303,3021,31,0,61000
Luxembourg,3915,11,103,3665,147,11,0,58727
Armenia,3860,142,49,1572,2239,10,1,36016
Hungary,3380,39,436,1169,1775,49,6,123258
Bolivia,3148,184,142,339,2667,3,14,7651
Iraq,3143,111,115,2028,1000,0,0,140573
Thailand,3018,1,56,2850,112,61,0,286008
Cameroon,2954,154,139,1553,1262,28,3,0
Azerbaijan,2879,121,35,1833,1011,29,0,214291
Greece,2770,10,156,1374,1240,24,1,116233
Uzbekistan,2636,24,11,2136,489,8,0,325000
Guinea,2374,0,14,856,1504,0,0,0
Honduras,2255,175,123,237,1895,10,2,5653
Croatia,2221,8,94,1850,277,7,0,50340
Bosnia and Herzegovina,2218,37,122,1272,824,4,2,45810
Senegal,2189,84,23,842,1324,6,2,24599
Bulgaria,2100,31,99,531,1470,51,3,61711
Ivory Coast,1912,0,24,902,986,0,0,15260
Cuba,1830,20,79,1383,368,9,0,75142
Sudan,1818,0,90,198,1530,0,0,0
Iceland,1802,0,10,1780,12,0,0,55075
Estonia,1758,7,62,909,787,5,1,67130
North Macedonia,1723,29,95,1235,393,21,0,20088
Lithuania,1511,6,54,934,523,17,0,208253
New Zealand,1497,0,21,1411,65,2,0,209613
Slovakia,1477,8,27,1112,338,5,0,131910
Slovenia,1464,1,103,267,1094,7,0,66678
Guatemala,1342,143,29,121,1192,5,2,7200
Djibouti,1268,0,3,900,365,0,0,16424
DRC,1242,73,50,157,1035,0,0,0
Somalia,1219,0,52,130,1037,2,0,0
Mayotte,1143,0,14,627,502,6,0,4800
El Salvador,1112,75,20,405,687,19,0,48913
Kyrgyzstan,1082,38,12,735,335,13,0,59490
Hong Kong,1052,1,4,1009,39,1,0,168291
Tunisia,1032,0,45,759,228,5,0,34323
Gabon,1004,0,9,152,843,1,0,5530
Latvia,962,11,19,627,316,2,0,83275
Maldives,955,0,4,40,911,2,0,11775
Sri Lanka,916,23,9,445,462,1,0,39629
Tajikistan,907,106,29,0,878,0,6,0
Cyprus,907,2,17,449,441,10,0,80284
Albania,898,18,31,694,173,1,0,11239
Lebanon,886,8,26,236,624,4,0,56385
Niger,860,0,49,658,153,0,0,5691
Guinea-Bissau,836,0,3,26,807,0,0,1500
Costa Rica,815,0,8,527,280,6,1,18040
Burkina Faso,773,0,51,592,130,0,0,0
Andorra,760,0,49,576,135,3,0,1673
Mali,758,0,44,412,302,0,0,2498
Kenya,758,21,42,284,432,1,2,36918
Paraguay,740,0,11,182,547,0,0,17589
Uruguay,719,0,19,545,155,8,0,30209
Diamond Princess,712,0,13,651,48,4,0,0
Georgia,667,20,12,383,272,6,1,34500
Zambia,654,208,7,124,523,1,0,15487
San Marino,648,5,41,172,435,1,0,3300
Jordan,586,4,9,393,184,5,0,127307
Channel Islands,548,0,43,456,49,0,0,5342
Equatorial Guinea,522,0,6,13,503,0,0,854
Malta,522,14,6,443,73,1,0,45967
Tanzania,509,0,21,183,305,7,0,0
Jamaica,509,2,9,113,387,0,0,7552
Venezuela,440,0,10,220,210,2,0,525902
Taiwan,440,0,7,383,50,0,0,68335
Réunion,439,0,0,354,85,4,0,17200
Sierra Leone,408,21,26,97,285,0,0,0
Palestine,375,0,2,310,63,0,0,43566
Chad,372,0,42,78,252,0,0,0
Benin,339,12,2,83,254,0,0,25471
Congo,333,0,11,53,269,0,0,0
Isle of Man,332,0,23,274,35,20,0,3973
Mauritius,332,0,10,322,0,0,0,69773
Montenegro,324,0,9,309,6,2,0,10167
Cabo Verde,315,26,2,67,246,0,0,791
Vietnam,288,0,0,260,28,2,0,275000
Rwanda,287,0,0,164,123,0,0,44245
Ethiopia,272,9,5,108,159,0,0,45278
Nepal,246,3,0,35,211,0,0,81685
Haiti,234,15,18,17,199,0,0,1408
Sao Tome and Principe,220,0,6,4,210,0,0,175
Togo,219,0,11,96,112,0,0,11374
Liberia,213,0,20,101,92,0,0,0
Madagascar,212,0,0,107,105,1,0,5670
South Sudan,203,0,0,2,201,0,0,1247
Martinique,189,0,14,91,84,2,0,0
Eswatini,187,0,2,48,137,0,0,2262
Faeroe Islands,187,0,0,187,0,0,0,8638
Myanmar,181,0,6,84,91,0,0,12482
Guadeloupe,155,0,13,109,33,4,0,0
French Guiana,153,0,1,124,28,0,0,0
Gibraltar,147,0,0,144,3,0,0,4576
CAR,143,0,0,10,133,0,0,3498
Brunei,141,0,1,134,6,2,0,16523
Uganda,139,0,0,55,84,0,0,65663
Cambodia,122,0,0,121,1,1,0,14461
Bermuda,121,0,8,66,47,2,0,4642
Trinidad and Tobago,116,0,8,107,1,0,0,2511
Mozambique,115,11,0,35,80,0,0,5119
Guyana,113,0,10,41,62,3,0,1020
Aruba,101,0,3,91,7,4,0,1913
Monaco,96,0,4,87,5,1,0,0
Bahamas,94,0,11,41,42,1,0,1670
Cayman Islands,86,0,1,54,31,3,0,4893
Yemen,85,15,12,1,72,0,0,120
Barbados,85,0,7,65,13,4,0,3480
Liechtenstein,82,0,1,55,26,0,0,900
Sint Maarten,76,0,15,46,15,7,0,329
Libya,64,0,3,28,33,0,0,3253
Malawi,63,0,3,24,36,1,0,1363
Mongolia,61,19,0,15,46,2,0,10162
French Polynesia,60,0,0,58,2,1,0,3096
Syria,48,0,3,29,16,0,0,0
Angola,45,0,2,14,29,0,0,3000
Macao,45,0,0,43,2,1,0,0
Saint Martin,39,0,3,30,6,1,0,0
Eritrea,39,0,0,38,1,0,0,0
Zimbabwe,37,0,4,12,21,0,0,20537
Nicaragua,25,0,8,7,10,0,0,0
Antigua and Barbuda,25,0,3,19,3,1,0,183
Botswana,24,0,1,17,6,0,0,11495
Timor-Leste,24,0,0,21,3,0,0,738
Gambia,23,0,1,10,12,0,0,1341
Grenada,21,0,0,13,8,4,0,1406
Bhutan,19,8,0,5,14,0,0,12932
Laos,19,0,0,14,5,0,0,4092
Belize,18,0,2,16,0,0,0,1043
Fiji,18,0,0,14,4,0,0,1300
New Caledonia,18,0,0,18,0,0,0,5454
Saint Lucia,18,0,0,18,0,0,0,727
St. Vincent Grenadines,17,0,0,12,5,0,0,155
Mauritania,16,1,2,6,8,0,0,2015
Curaçao,16,0,1,14,1,0,0,389
Dominica,16,0,0,15,1,0,0,420
Namibia,16,0,0,12,4,0,0,2011
Burundi,15,0,1,7,7,0,0,284
Saint Kitts and Nevis,15,0,0,14,1,0,0,327
Falkland Islands,13,0,0,13,0,0,0,402
Turks and Caicos,12,0,1,10,1,0,0,109
Vatican City,12,0,0,2,10,0,0,0
Comoros,11,0,1,0,10,0,0,0
Montserrat,11,0,1,8,2,1,0,36
Greenland,11,0,0,11,0,0,0,1520
Seychelles,11,0,0,10,1,0,0,0
Suriname,10,0,1,9,0,0,0,404
MS Zaandam,9,0,2,0,7,0,0,0
Papua New Guinea,8,0,0,8,0,0,0,2402
British Virgin Islands,7,0,1,4,2,0,0,167
Caribbean Netherlands,6,0,0,6,0,0,0,357
St. Barth,6,0,0,6,0,0,0,0
Western Sahara,6,0,0,6,0,0,0,0
Anguilla,3,0,0,3,0,0,0,0
Lesotho,1,0,0,0,1,0,0,0
Saint Pierre Miquelon,1,0,0,1,0,0,0,0
China,82929,3,4633,78195,101,9,0,0
