country,confirmed,new_cases,deaths,recovered,active,critical,new_deaths,total_tests
Kenya,737,22,40,281,416,1,4,32938
Paraguay,737,0,10,173,554,0,0,16917
Mali,730,0,40,398,292,0,0,2498
Uruguay,717,0,19,532,166,8,0,29500
Diamond Princess,712,0,13,651,48,4,0,0
Georgia,647,5,11,372,264,6,0,33505
San Marino,643,5,41,161,441,2,0,3201
Jordan,582,6,9,392,181,5,0,127307
Channel Islands,547,0,42,455,50,0,0,5342
Equatorial Guinea,522,83,6,13,503,0,2,854
Tanzania,509,0,21,183,305,7,0,0
Malta,508,2,6,436,66,1,1,45799
Jamaica,507,2,9,100,398,0,0,7465
Zambia,446,5,7,124,315,1,0,13872
Taiwan,440,0,7,375,58,0,0,68107
Réunion,439,2,0,354,85,4,0,17200
Venezuela,423,0,10,220,193,2,0,525902
Palestine,375,0,2,310,63,0,0,43566
Chad,372,15,42,78,252,0,2,0
Sierra Leone,338,0,19,72,247,0,0,0
Congo,333,0,11,53,269,0,0,0
Isle of Man,332,1,23,272,37,20,0,3912
Mauritius,332,0,10,322,0,0,0,69773
Benin,327,0,2,83,242,0,0,25471
Montenegro,324,0,9,298,17,2,0,10167
Cabo Verde,289,22,2,61,226,0,0,791
Vietnam,288,0,0,252,36,2,0,275000
Rwanda,286,0,0,153,133,0,0,43379
Ethiopia,263,2,5,108,150,0,0,41689
Nepal,243,26,0,35,208,0,0,81659
Sao Tome and Principe,220,12,6,4,210,0,1,175
Haiti,219,10,18,17,184,0,2,1296
Liberia,212,1,20,86,106,0,0,0
Madagascar,212,26,0,107,105,1,0,5670
Togo,199,0,11,92,96,0,0,11041
South Sudan,194,0,0,2,192,0,0,1247
Martinique,187,0,14,91,82,4,0,0
Eswatini,187,3,2,48,137,0,0,2262
Faeroe Islands,187,0,0,187,0,0,0,8554
Myanmar,181,1,6,79,96,0,0,12061
Guadeloupe,155,0,13,109,33,4,0,0
French Guiana,153,9,1,124,28,0,0,0
Gibraltar,148,0,0,144,4,0,0,4352
CAR,143,0,0,10,133,0,0,3498
Brunei,141,0,1,134,6,2,0,16350
Uganda,126,0,0,55,71,0,0,63171
Cambodia,122,0,0,121,1,1,0,14156
Bermuda,121,0,8,66,47,2,0,4642
Trinidad and Tobago,116,0,8,107,1,0,0,2413
Guyana,113,0,10,39,64,6,0,986
Mozambique,104,0,0,34,70,0,0,4365
Aruba,101,0,3,89,9,4,0,1888
Monaco,96,0,4,85,7,1,0,0
Bahamas,93,0,11,39,43,1,0,1634
Barbados,85,0,7,57,21,4,0,3185
Cayman Islands,85,0,1,50,34,3,0,4564
Liechtenstein,82,0,1,55,26,0,0,900
Sint Maarten,76,0,15,46,15,7,0,329
Yemen,70,5,12,1,57,0,2,120
Libya,64,0,3,28,33,0,0,3253
Malawi,63,6,3,24,36,1,0,1363
French Polynesia,60,0,0,58,2,1,0,3042
Syria,48,1,3,29,16,0,0,0
Angola,45,0,2,13,30,0,0,3000
Macao,45,0,0,43,2,1,0,0
Mongolia,42,0,0,15,27,2,0,9787
Saint Martin,39,0,3,30,6,1,0,0
Eritrea,39,0,0,38,1,0,0,0
Zimbabwe,37,1,4,12,21,0,0,20537
Nicaragua,25,0,8,7,10,0,0,0
Antigua and Barbuda,25,0,3,19,3,1,0,183
Botswana,24,0,1,17,6,0,0,11495
Timor-Leste,24,0,0,21,3,0,0,738
Gambia,23,1,1,10,12,0,0,1317
Grenada,21,0,0,13,8,4,0,1406
Laos,19,0,0,14,5,0,0,3975
Belize,18,0,2,16,0,0,0,1043
Fiji,18,0,0,14,4,0,0,1300
New Caledonia,18,0,0,18,0,0,0,5454
Saint Lucia,18,0,0,17,1,0,0,620
St. Vincent Grenadines,17,0,0,12,5,0,0,155
Curaçao,16,0,1,14,1,0,0,389
Dominica,16,0,0,15,1,0,0,420
Namibia,16,0,0,11,5,0,0,1543
Burundi,15,0,1,7,7,0,0,284
Saint Kitts and Nevis,15,0,0,14,1,0,0,327
Falkland Islands,13,0,0,13,0,0,0,402
Turks and Caicos,12,0,1,10,1,0,0,109
Vatican City,12,0,0,2,10,0,0,0
Comoros,11,0,1,0,10,0,0,0
Montserrat,11,0,1,8,2,1,0,36
Bhutan,11,0,0,5,6,0,0,12255
Greenland,11,0,0,11,0,0,0,1505
Seychelles,11,0,0,10,1,0,0,0
Suriname,10,0,1,9,0,0,0,404
Mauritania,9,0,2,6,1,0,1,2015
MS Zaandam,9,0,2,0,7,0,0,0
Papua New Guinea,8,0,0,8,0,0,0,2402
British Virgin Islands,7,0,1,4,2,0,0,167
Caribbean Netherlands,6,0,0,6,0,0,0,357
St. Barth,6,0,0,6,0,0,0,0
Western Sahara,6,0,0,6,0,0,0,0
Anguilla,3,0,0,3,0,0,0,0
Lesotho,1,1,0,0,1,0,0,0
Saint Pierre Miquelon,1,0,0,1,0,0,0,0
China,82926,7,4633,78189,104,10,0,0
