country,confirmed,new_cases,deaths,recovered,active,critical,new_deaths,total_tests
Uzbekistan,2204,15,10,1501,693,8,0,325000
Croatia,2112,11,83,1560,469,14,3,39973
Cameroon,2104,0,64,953,1087,12,0,0
Azerbaijan,2060,76,26,1508,526,18,0,164481
Bosnia and Herzegovina,1946,20,79,911,956,4,1,35296
Iceland,1799,0,10,1733,56,0,0,51345
Estonia,1711,8,55,261,1395,6,0,57423
Guinea,1710,0,9,450,1251,0,0,0
Bulgaria,1704,52,80,342,1282,37,2,50303
Bolivia,1681,87,82,174,1425,3,6,7651
Cuba,1668,0,69,876,723,9,0,55542
North Macedonia,1526,8,86,1013,427,21,1,17359
New Zealand,1486,0,20,1302,164,0,0,155928
Slovenia,1445,6,98,244,1103,17,1,57504
Ivory Coast,1432,0,17,693,722,0,0,10778
Lithuania,1423,4,46,678,699,17,0,149106
Slovakia,1421,8,25,741,655,6,0,99864
Senegal,1329,58,11,470,848,6,1,17787
Honduras,1178,123,83,122,973,10,1,5243
Djibouti,1120,4,2,745,373,0,0,14378
Hong Kong,1041,0,4,920,117,1,0,154989
Tunisia,1018,0,43,406,569,18,0,24853
Latvia,896,0,17,348,531,4,1,66150
Cyprus,878,4,15,296,567,15,0,66975
Kyrgyzstan,843,13,11,600,232,13,1,56488
Somalia,835,79,38,75,722,2,3,0
Albania,820,17,31,570,219,7,0,9276
Sudan,778,100,45,70,663,0,4,0
Sri Lanka,771,20,9,213,549,1,1,26842
Niger,755,0,37,534,184,0,0,5309
Andorra,751,1,46,514,191,16,1,1673
Costa Rica,742,0,6,399,337,5,0,13988
Lebanon,741,1,25,206,510,43,0,42009
Guatemala,730,27,19,79,632,5,2,7200
Diamond Princess,712,0,13,645,54,4,0,0
DRC,705,23,34,90,581,0,0,0
Mayotte,686,0,6,352,328,6,0,3400
Burkina Faso,672,0,46,545,81,0,0,0
Uruguay,657,0,17,447,193,10,0,22805
Mali,612,32,32,228,352,0,3,2172
Georgia,604,11,9,240,355,6,0,20579
San Marino,589,7,41,92,456,5,0,2538
El Salvador,587,32,13,201,373,3,0,30387
Maldives,573,32,1,17,555,2,0,8327
Channel Islands,544,0,41,406,97,0,0,5342
Kenya,535,45,24,182,329,2,0,24784
Malta,482,2,5,403,74,1,1,36945
Tanzania,480,0,16,167,297,7,0,0
Jamaica,471,2,9,49,413,2,0,5633
Jordan,471,6,9,375,87,5,0,91666
Taiwan,438,0,6,334,98,0,0,64958
Paraguay,431,35,10,135,286,7,0,11913
Réunion,424,0,0,300,124,2,0,0
Guinea-Bissau,413,0,1,19,393,0,0,1500
Gabon,367,0,6,93,268,1,0,724
Palestine,366,4,2,127,237,0,0,32200
Venezuela,361,4,10,158,193,1,0,482953
Mauritius,332,0,10,319,3,3,0,18959
Isle of Man,325,0,23,271,31,21,0,3401
Montenegro,324,1,8,253,63,2,0,7816
Equatorial Guinea,315,0,3,13,299,0,0,854
Tajikistan,293,63,5,0,288,0,2,0
Vietnam,271,0,0,232,39,8,0,261004
Rwanda,261,0,0,128,133,0,0,35096
Congo,236,0,10,26,200,0,0,0
Sierra Leone,199,21,11,43,145,0,2,0
Faeroe Islands,187,0,0,185,2,0,0,8157
Cabo Verde,186,11,2,37,147,0,0,791
Martinique,181,0,14,83,84,5,0,0
Chad,170,53,17,43,110,0,7,0
Liberia,166,0,18,58,90,0,0,0
Myanmar,161,0,6,49,106,0,0,9037
Guadeloupe,152,0,12,98,42,5,0,0
Madagascar,151,2,0,101,50,1,0,3861
Ethiopia,145,5,4,91,50,0,1,25135
Gibraltar,144,0,0,133,11,0,0,2931
Brunei,138,0,1,131,6,2,0,14610
Zambia,137,0,3,78,56,1,0,7277
French Guiana,133,0,1,100,32,2,0,0
Togo,128,2,9,74,45,0,0,7896
Cambodia,122,0,0,120,2,1,0,12461
Eswatini,119,3,1,12,106,0,0,714
Trinidad and Tobago,116,0,8,102,6,0,0,2055
Bermuda,115,0,7,54,54,4,0,3270
Aruba,101,1,2,82,17,4,0,1780
Haiti,100,0,11,10,79,0,0,1026
Uganda,97,0,0,55,42,0,0,41478
Benin,96,0,2,50,44,0,0,0
Monaco,95,0,4,78,13,1,0,0
Guyana,92,0,9,27,56,3,0,579
CAR,85,0,0,10,75,0,0,3498
Bahamas,83,0,11,25,47,1,0,1391
Barbados,82,0,7,46,29,4,0,2458
Liechtenstein,82,0,1,55,26,0,0,900
Nepal,82,7,0,16,66,0,0,64492
Mozambique,80,0,0,19,61,0,0,2466
Sint Maarten,76,0,14,44,18,7,1,329
Cayman Islands,75,0,1,14,60,3,0,2528
Libya,63,0,3,23,37,0,0,2338
French Polynesia,58,0,0,53,5,1,0,2665
South Sudan,52,6,0,0,52,0,0,1247
Macao,45,0,0,39,6,1,0,0
Syria,44,0,3,27,14,0,0,0
Malawi,41,0,3,9,29,1,0,907
Mongolia,41,1,0,13,28,0,0,8889
Eritrea,39,0,0,26,13,0,0,0
Saint Martin,38,0,3,29,6,1,0,0
Angola,35,0,2,11,22,0,0,3000
Zimbabwe,34,0,4,5,25,0,0,7642
Antigua and Barbuda,25,0,3,16,6,1,0,153
Timor-Leste,24,0,0,20,4,0,0,664
Sao Tome and Principe,23,0,3,4,16,0,0,175
Botswana,23,0,1,8,14,0,0,8636
Yemen,21,9,3,1,17,0,1,120
Grenada,21,0,0,13,8,4,0,1406
Laos,19,0,0,9,10,0,0,2418
Belize,18,0,2,14,2,1,0,1043
Fiji,18,0,0,14,4,0,0,1007
New Caledonia,18,0,0,17,1,1,0,5052
Saint Lucia,18,0,0,15,3,0,0,446
Gambia,17,0,1,9,7,0,0,401
St. Vincent Grenadines,17,0,0,9,8,0,0,137
Curaçao,16,0,1,13,2,0,0,351
Dominica,16,0,0,13,3,0,0,383
Namibia,16,0,0,8,8,0,0,1122
Nicaragua,15,0,5,7,3,0,0,0
Burundi,15,0,1,7,7,0,0,284
Saint Kitts and Nevis,15,0,0,8,7,0,0,294
Falkland Islands,13,0,0,13,0,0,0,388
Turks and Caicos,12,0,1,6,5,0,0,107
Montserrat,11,0,1,7,3,1,0,36
Greenland,11,0,0,11,0,0,0,1332
Vatican City,11,0,0,2,9,0,0,0
Seychelles,11,0,0,6,5,0,0,0
Suriname,10,0,1,9,0,0,0,404
MS Zaandam,9,0,2,0,7,0,0,0
Mauritania,8,0,1,6,1,0,0,1032
Papua New Guinea,8,0,0,8,0,0,0,2402
Bhutan,7,0,0,5,2,0,0,11015
British Virgin Islands,6,0,1,3,2,0,0,0
Caribbean Netherlands,6,0,0,0,6,0,0,110
St. Barth,6,0,0,6,0,0,0,0
Western Sahara,6,0,0,5,1,0,0,0
Anguilla,3,0,0,3,0,0,0,0
Comoros,3,0,0,0,3,0,0,0
Saint Pierre Miquelon,1,0,0,0,1,0,0,0
China,82881,1,4633,77853,395,29,0,0
