country,confirmed,new_cases,deaths,recovered,active,critical,new_deaths,total_tests
Mali,482,58,25,129,328,0,1,2172
Tanzania,480,181,16,167,297,7,6,0
Malta,463,5,4,339,120,1,0,31736
Mayotte,460,0,4,235,221,4,0,2700
Jordan,451,2,8,356,87,5,0,63737
Taiwan,429,0,6,311,112,0,0,62368
Réunion,418,0,0,300,118,2,0,0
Kenya,384,10,14,129,241,2,0,17992
Jamaica,381,17,7,29,345,3,0,3621
El Salvador,377,32,9,106,262,3,1,22593
Sudan,375,57,28,32,315,0,3,0
Palestine,344,1,2,71,271,0,0,27000
Mauritius,334,0,10,306,18,3,0,14445
Venezuela,329,0,10,142,177,3,0,440966
Montenegro,322,1,7,203,112,7,0,6864
Equatorial Guinea,315,0,1,9,305,0,0,854
Isle of Man,313,4,21,252,40,22,0,2986
Vietnam,270,0,0,222,48,8,0,212965
Maldives,269,19,0,17,252,2,0,5296
Paraguay,239,9,9,102,128,1,0,8444
Gabon,238,0,3,53,182,1,0,724
Rwanda,212,0,0,95,117,0,0,8464
Congo,207,0,8,19,180,0,0,0
Faeroe Islands,187,0,0,181,6,0,0,6851
Martinique,175,0,14,83,78,5,0,0
Myanmar,150,0,6,16,128,0,1,7608
Guadeloupe,149,0,12,82,55,11,0,0
Liberia,141,0,16,45,80,0,0,0
Gibraltar,141,0,0,131,10,0,0,2198
Brunei,138,0,1,124,13,2,0,13428
Ethiopia,130,4,3,58,69,0,0,16434
Madagascar,128,0,0,90,38,1,0,3107
French Guiana,125,0,1,93,31,0,0,0
Cambodia,122,0,0,119,3,1,0,11905
Trinidad and Tobago,116,0,8,68,40,0,0,1642
Cabo Verde,114,0,1,2,111,0,0,791
Bermuda,110,0,6,44,60,10,0,1682
Togo,109,10,7,64,38,0,1,6675
Sierra Leone,104,0,4,12,88,0,0,0
Aruba,100,0,2,73,25,4,0,1649
Zambia,97,2,3,54,40,1,0,5284
Monaco,95,0,4,50,41,1,0,0
Liechtenstein,82,0,1,55,26,0,0,900
Bahamas,80,0,11,23,46,1,0,0
Barbados,80,0,6,39,35,4,0,1930
Uganda,79,0,0,52,27,0,0,27432
Haiti,76,0,6,8,62,0,0,776
Mozambique,76,0,0,12,64,0,0,1688
Sint Maarten,75,0,13,33,29,7,0,302
Guyana,74,0,8,15,51,5,0,464
Cayman Islands,73,3,1,10,62,3,0,1335
Guinea-Bissau,73,0,1,18,54,0,0,1500
Eswatini,71,0,1,10,60,0,0,714
Benin,64,0,1,33,30,0,0,0
Libya,61,0,2,18,41,0,0,1623
French Polynesia,58,0,0,49,9,1,0,2345
Nepal,57,3,0,16,41,0,0,57189
Chad,52,0,2,19,31,0,0,0
CAR,50,0,0,10,40,0,0,0
Macao,45,0,0,34,11,1,0,0
Syria,43,0,3,21,19,0,0,0
Eritrea,39,0,0,19,20,0,0,0
Saint Martin,38,0,3,24,11,3,0,0
Mongolia,38,0,0,10,28,0,0,7292
Malawi,36,0,3,5,28,1,0,690
South Sudan,34,0,0,0,34,0,0,0
Zimbabwe,32,0,4,5,23,0,0,6834
Angola,27,0,2,6,19,0,0,0
Antigua and Barbuda,24,0,3,11,10,1,0,113
Timor-Leste,24,0,0,6,18,0,0,322
Botswana,23,0,1,5,17,0,0,6016
Grenada,19,1,0,10,9,4,0,175
Laos,19,0,0,7,12,0,0,1917
Belize,18,0,2,9,7,1,0,995
Fiji,18,0,0,12,6,0,0,1007
New Caledonia,18,0,0,17,1,1,0,4456
Curaçao,16,0,1,11,4,0,0,304
Dominica,16,0,0,13,3,0,0,383
Namibia,16,0,0,8,8,0,0,704
Saint Kitts and Nevis,15,0,0,4,11,0,0,293
Saint Lucia,15,0,0,15,0,0,0,446
St. Vincent Grenadines,15,0,0,8,7,0,0,108
Nicaragua,13,0,3,7,3,0,0,0
Falkland Islands,13,0,0,11,2,0,0,353
Turks and Caicos,12,0,1,5,6,0,0,83
Burundi,11,0,1,4,6,0,0,284
Montserrat,11,0,1,2,8,1,0,36
Greenland,11,0,0,11,0,0,0,1200
Seychelles,11,0,0,6,5,0,0,0
Gambia,10,0,1,8,1,0,0,401
Suriname,10,0,1,7,2,0,0,404
Vatican City,10,0,0,2,8,0,0,0
MS Zaandam,9,0,2,0,7,0,0,0
Mauritania,8,1,1,6,1,0,0,1032
Papua New Guinea,8,0,0,0,8,0,0,604
Sao Tome and Principe,8,0,0,4,4,0,0,19
Bhutan,7,0,0,5,2,0,0,9865
British Virgin Islands,6,0,1,3,2,0,0,0
St. Barth,6,0,0,6,0,0,0,0
Western Sahara,6,0,0,5,1,0,0,0
Caribbean Netherlands,5,0,0,0,5,0,0,110
Anguilla,3,0,0,3,0,0,0,0
Saint Pierre Miquelon,1,0,0,0,1,0,0,0
Yemen,1,0,0,1,0,0,0,120
China,82858,22,4633,77578,647,50,0,0
