country,confirmed,new_cases,deaths,recovered,active,critical,new_deaths,total_tests
Philippines,12718,205,831,2729,9158,81,7,244800
S. Korea,11065,15,263,9904,898,55,1,753211
Denmark,10968,41,548,9301,1119,26,1,463016
Serbia,10699,89,231,4799,5669,16,1,185385
Panama,9606,157,275,6081,3250,72,6,50348
Czechia,8527,52,298,5633,2596,36,0,356515
Norway,8257,8,233,32,7992,18,1,218039
Argentina,8068,0,374,2625,5069,154,1,105829
Algeria,7201,182,555,3625,3021,22,7,6500
Bahrain,7156,200,12,2929,4215,8,0,241132
Afghanistan,7072,408,173,801,6098,19,4,23497
Australia,7060,15,99,6392,569,12,1,1062034
Morocco,6952,82,192,3758,3002,1,0,94595
Malaysia,6941,47,113,5615,1213,13,0,443263
Kazakhstan,6440,283,35,3469,2936,31,1,540708
Finland,6380,33,300,5000,1080,34,2,149700
Moldova,6138,78,217,2425,3496,251,6,20447
Nigeria,5959,0,182,1594,4183,7,0,33970
Ghana,5735,0,29,1754,3952,5,0,173096
Oman,5379,193,25,1496,3858,31,3,61000
Armenia,4823,351,61,2019,2743,10,1,41850
Bolivia,4088,262,169,493,3426,3,4,14803
Luxembourg,3947,2,107,3715,125,8,0,62260
Iraq,3554,150,127,2310,1117,0,4,149701
Hungary,3535,26,462,1400,1673,46,11,137243
Azerbaijan,3387,113,40,2055,1292,37,1,235910
Cameroon,3105,0,140,1567,1398,28,0,0
Thailand,3031,3,56,2857,118,61,0,286008
Greece,2836,2,165,1374,1297,24,2,131684
Uzbekistan,2779,26,13,2314,452,8,1,460000
Guinea,2658,0,16,1133,1509,18,0,10304
Honduras,2646,81,142,319,2185,14,4,5653
Sudan,2591,302,105,247,2239,0,8,0
Senegal,2544,64,26,1076,1442,6,1,24599
Bosnia and Herzegovina,2304,14,133,1464,707,4,0,51320
Bulgaria,2235,24,110,612,1513,43,2,65936
Croatia,2228,2,95,1946,187,10,0,54820
Ivory Coast,2109,0,27,1004,1078,0,0,18303
Guatemala,1912,149,35,138,1739,5,2,20820
Cuba,1881,9,79,1505,297,9,0,83868
North Macedonia,1817,25,104,1301,412,21,3,21722
Iceland,1802,0,10,1786,6,0,0,56875
Estonia,1784,10,64,938,782,4,1,70188
Tajikistan,1729,205,41,0,1688,0,2,0
Lithuania,1547,6,59,997,491,17,3,231104
Djibouti,1518,117,7,1018,493,0,3,18345
New Zealand,1499,0,21,1433,45,0,0,230718
Slovakia,1495,1,28,1185,282,3,0,143433
Slovenia,1466,0,104,274,1088,5,0,69842
DRC,1455,0,61,270,1124,0,0,0
Somalia,1421,0,56,152,1213,2,0,0
El Salvador,1413,75,30,474,909,21,3,57883
Mayotte,1342,0,18,627,697,10,0,5200
Gabon,1320,0,11,244,1065,10,0,7445
Kyrgyzstan,1216,78,14,827,375,5,0,59490
Maldives,1094,0,4,58,1032,9,0,11775
Hong Kong,1056,0,4,1025,27,1,0,168291
Tunisia,1037,0,45,816,176,3,0,40559
Latvia,1009,1,19,662,328,3,0,89123
Sri Lanka,991,10,9,559,423,1,0,44391
Guinea-Bissau,990,0,4,26,960,0,0,1500
Albania,948,2,31,727,190,1,0,12192
Lebanon,931,20,26,251,654,4,0,62424
Cyprus,917,1,17,515,385,10,0,87549
Kenya,912,25,50,336,526,1,0,44851
Niger,904,0,54,698,152,0,0,5816
Mali,874,14,52,512,310,0,0,3483
Costa Rica,863,0,10,565,288,3,0,20115
Burkina Faso,796,0,51,644,101,0,0,0
Paraguay,788,2,11,219,558,0,0,20124
Andorra,761,0,51,617,93,3,0,3750
Zambia,761,8,7,192,562,1,0,17875
Uruguay,734,0,20,564,150,4,0,33861
Diamond Princess,712,0,13,651,48,4,0,0
Georgia,701,6,12,432,257,6,0,39573
San Marino,654,0,41,201,412,1,0,3499
Jordan,613,0,9,408,196,5,0,144356
Equatorial Guinea,594,0,7,22,565,0,0,854
Malta,558,5,6,456,96,1,0,51677
Channel Islands,554,0,43,458,53,0,0,5342
Venezuela,541,0,10,241,290,1,0,575374
Jamaica,520,3,9,127,384,0,0,8515
Tanzania,509,0,21,183,305,7,0,0
Sierra Leone,505,0,32,141,332,0,0,0
Chad,503,0,53,117,333,0,0,0
Haiti,456,0,20,21,415,0,0,1669
Réunion,443,0,0,354,89,4,0,17200
Taiwan,440,0,7,398,35,0,0,69395
Congo,391,0,15,87,289,0,0,0
Palestine,386,5,2,337,47,0,0,44876
Nepal,375,80,2,36,337,1,0,100283
Ethiopia,352,35,5,116,231,0,0,59029
Benin,339,0,2,83,254,0,0,25471
Isle of Man,335,0,24,285,26,9,0,4167
Mauritius,332,0,10,322,0,0,0,89814
Cabo Verde,328,0,3,84,241,0,0,892
CAR,327,0,0,13,314,0,0,3498
Montenegro,324,0,9,311,4,2,0,10167
Vietnam,324,4,0,263,61,2,0,275000
Madagascar,322,18,1,119,202,1,0,5670
Togo,301,0,11,104,186,0,0,12613
Rwanda,292,0,0,197,95,0,0,49374
South Sudan,290,0,4,4,282,0,0,3356
Uganda,248,21,0,63,185,0,0,73485
Sao Tome and Principe,235,0,7,4,224,0,0,175
Liberia,229,3,22,123,84,0,1,0
Eswatini,203,0,2,73,128,0,0,4160
French Guiana,197,0,1,125,71,0,0,0
Martinique,192,0,14,91,87,0,0,0
Myanmar,188,4,6,101,81,0,0,14561
Faeroe Islands,187,0,0,187,0,0,0,8863
Guadeloupe,155,0,13,109,33,3,0,2866
Gibraltar,147,0,0,145,2,0,0,5060
Mozambique,145,8,0,44,101,0,0,6272
Brunei,141,0,1,136,4,2,0,17414
Mongolia,140,4,0,24,116,2,0,11000
Yemen,128,0,20,1,107,0,0,120
Bermuda,123,0,9,73,41,2,0,5017
Cambodia,122,0,0,122,0,0,0,15242
Guyana,117,0,10,43,64,2,0,1089
Trinidad and Tobago,116,0,8,107,1,0,0,2682
Aruba,101,0,3,93,5,4,0,1985
Bahamas,96,0,11,42,43,1,0,1814
Monaco,96,0,4,87,5,1,0,0
Cayman Islands,94,0,1,55,38,0,0,5900
Barbados,88,0,7,68,13,4,0,3924
Liechtenstein,82,0,1,55,26,0,0,900
Sint Maarten,77,0,15,54,8,7,0,414
Malawi,70,0,3,27,40,1,0,1803
Libya,65,0,3,35,27,0,0,3633
Mauritania,62,0,4,7,51,0,0,2015
French Polynesia,60,0,0,59,1,0,0,3216
Syria,58,0,3,36,19,0,0,0
Angola,48,0,2,17,29,0,0,6136
Macao,45,0,0,44,1,1,0,0
Zimbabwe,44,0,4,17,23,0,0,27059
Burundi,42,19,1,20,21,0,0,284
Saint Martin,39,0,3,30,6,1,0,0
Eritrea,39,0,0,39,0,0,0,0
Nicaragua,25,0,8,7,10,0,0,0
Antigua and Barbuda,25,0,3,19,3,1,0,183
Botswana,25,0,1,17,7,0,0,13294
Timor-Leste,24,0,0,24,0,0,0,738
Gambia,23,0,1,12,10,0,0,1341
Grenada,22,0,0,14,8,4,0,2419
Bhutan,21,0,0,5,16,0,0,13962
Laos,19,0,0,14,5,0,0,4565
Belize,18,0,2,16,0,0,0,1043
Fiji,18,0,0,15,3,0,0,1300
New Caledonia,18,0,0,18,0,0,0,5454
Saint Lucia,18,0,0,18,0,0,0,786
St. Vincent Grenadines,17,0,0,14,3,0,0,155
Curaçao,16,0,1,14,1,0,0,389
Dominica,16,0,0,16,0,0,0,433
Namibia,16,0,0,13,3,0,0,2074
Saint Kitts and Nevis,15,0,0,14,1,0,0,327
Falkland Islands,13,0,0,13,0,0,0,402
Turks and Caicos,12,0,1,10,1,0,0,109
Vatican City,12,0,0,2,10,0,0,0
Comoros,11,0,1,3,7,0,0,0
Montserrat,11,0,1,10,0,0,0,36
Suriname,11,1,1,9,1,0,0,404
Greenland,11,0,0,11,0,0,0,1721
Seychelles,11,0,0,11,0,0,0,0
MS Zaandam,9,0,2,0,7,0,0,0
British Virgin Islands,8,0,1,6,1,0,0,167
Papua New Guinea,8,0,0,8,0,0,0,2402
Caribbean Netherlands,6,0,0,6,0,0,0,357
St. Barth,6,0,0,6,0,0,0,0
Western Sahara,6,0,0,6,0,0,0,0
Anguilla,3,0,0,3,0,0,0,0
Lesotho,1,0,0,0,1,0,0,0
Saint Pierre Miquelon,1,0,0,1,0,0,0,0
China,82954,7,4634,78238,82,8,0,0
