country,confirmed,new_cases,deaths,recovered,active,critical,new_deaths,total_tests
Cameroon,1705,0,58,805,842,12,0,0
Estonia,1660,13,50,240,1370,9,0,49527
Bosnia and Herzegovina,1585,20,63,682,840,4,3,27603
Ghana,1550,0,11,155,1384,4,0,100622
New Zealand,1472,3,19,1214,239,1,0,126066
Cuba,1437,48,58,575,804,12,2,43508
North Macedonia,1421,22,71,589,761,13,6,15771
Slovenia,1408,6,86,223,1099,24,3,50290
Bulgaria,1399,36,58,222,1119,39,0,27000
Slovakia,1384,3,20,423,941,6,2,75866
Lithuania,1344,0,44,536,764,17,3,111809
Nigeria,1337,0,40,255,1042,2,0,10918
Ivory Coast,1164,0,14,499,651,0,0,0
Guinea,1163,0,7,246,910,0,0,0
Hong Kong,1038,0,4,811,223,4,0,145640
Djibouti,1035,0,2,477,556,0,0,12250
Bolivia,1014,64,53,98,863,3,3,5791
Tunisia,967,0,39,279,649,18,0,21081
Cyprus,837,15,15,148,674,15,0,53219
Latvia,836,18,13,267,556,4,0,51561
Senegal,823,87,9,296,518,1,0,466
Albania,750,14,30,431,289,4,2,7758
Andorra,743,0,40,385,318,17,0,1673
Lebanon,717,7,24,145,548,44,0,30879
Diamond Princess,712,0,13,645,54,4,0,0
Kyrgyzstan,708,13,8,416,284,13,0,45627
Honduras,702,41,64,79,559,10,3,3643
Niger,701,0,29,385,287,0,0,5013
Costa Rica,697,0,6,287,404,8,0,12670
Burkina Faso,635,0,42,469,124,0,0,0
Uruguay,620,14,15,386,219,11,0,17505
Sri Lanka,611,23,7,134,470,2,0,17715
San Marino,538,0,41,64,433,4,0,2082
Channel Islands,530,5,36,352,142,0,1,5342
Guatemala,530,30,15,49,466,5,0,7200
Somalia,528,48,28,19,481,2,2,0
Georgia,511,14,6,156,349,6,0,11504
DRC,471,12,30,56,385,0,2,0
Mayotte,460,59,4,235,221,4,0,2700
Malta,458,8,4,303,151,1,0,30528
Jordan,449,0,8,348,93,5,1,63737
Taiwan,429,0,6,307,116,0,0,61684
Mali,424,16,24,122,278,0,1,2172
Réunion,418,0,0,300,118,2,0,0
Kenya,374,11,14,124,236,2,0,17992
Jamaica,364,14,7,29,328,3,0,3621
El Salvador,345,22,8,97,240,4,0,21364
Palestine,342,0,2,83,257,0,0,27000
Mauritius,334,0,10,303,21,3,0,14445
Venezuela,329,0,10,142,177,3,0,440966
Montenegro,321,0,7,199,115,7,0,6864
Sudan,318,43,25,31,262,0,3,0
Isle of Man,308,0,20,248,40,22,0,2903
Tanzania,299,0,10,48,241,7,0,0
Vietnam,270,0,0,225,45,8,0,212965
Equatorial Guinea,258,0,1,9,248,0,0,854
Maldives,245,19,0,17,228,2,0,5296
Paraguay,230,2,9,95,126,1,0,7925
Gabon,211,0,3,43,165,1,0,724
Congo,207,0,8,19,180,0,0,0
Rwanda,207,0,0,93,114,0,0,6959
Faeroe Islands,187,0,0,181,6,0,0,6730
Martinique,175,0,14,77,84,7,0,0
Guadeloupe,149,0,12,82,55,11,0,0
Myanmar,149,3,5,16,128,0,0,7215
Liberia,141,17,16,45,80,0,4,0
Gibraltar,141,0,0,131,10,0,0,2198
Brunei,138,0,1,124,13,2,0,13149
Madagascar,128,0,0,82,46,1,0,2357
Ethiopia,126,2,3,50,73,0,0,15668
French Guiana,124,13,1,91,32,0,0,0
Cambodia,122,0,0,119,3,1,0,11721
Trinidad and Tobago,116,0,8,59,49,0,0,1572
Cabo Verde,114,5,1,2,111,0,0,791
Bermuda,110,0,6,44,60,10,0,1682
Sierra Leone,104,5,4,12,88,0,0,0
Aruba,100,0,2,73,25,4,0,1626
Togo,99,1,6,62,31,0,0,6141
Monaco,95,0,4,42,49,1,0,0
Zambia,95,6,3,42,50,1,0,5284
Liechtenstein,82,0,1,55,26,0,0,900
Bahamas,80,0,11,22,47,1,0,0
Barbados,80,0,6,39,35,4,0,1751
Uganda,79,0,0,52,27,0,0,27432
Haiti,76,2,6,8,62,0,0,776
Mozambique,76,0,0,12,64,0,0,1688
Sint Maarten,75,1,13,33,29,7,0,302
Guyana,74,0,8,15,51,5,0,464
Guinea-Bissau,73,0,1,18,54,0,0,1500
Eswatini,71,6,1,10,60,0,0,714
Cayman Islands,70,0,1,10,59,3,0,1148
Benin,64,0,1,33,30,0,0,0
Libya,61,0,2,18,41,0,0,1623
French Polynesia,58,0,0,49,9,1,0,2315
Nepal,54,2,0,16,38,0,0,54826
CAR,50,0,0,10,40,0,0,0
Chad,46,0,0,15,31,0,0,0
Macao,45,0,0,32,13,1,0,0
Syria,43,0,3,19,21,0,0,0
Eritrea,39,0,0,13,26,0,0,0
Saint Martin,38,0,3,24,11,3,0,0
Mongolia,38,0,0,10,28,0,0,7292
Malawi,36,0,3,4,29,1,0,690
Zimbabwe,32,1,4,5,23,0,0,6834
Angola,27,0,2,6,19,0,0,0
Antigua and Barbuda,24,0,3,11,10,1,0,113
Timor-Leste,24,0,0,6,18,0,0,322
Botswana,22,0,1,0,21,0,0,6016
Laos,19,0,0,7,12,0,0,1815
Belize,18,0,2,6,10,1,0,936
Fiji,18,0,0,12,6,0,0,1007
Grenada,18,0,0,7,11,4,0,175
New Caledonia,18,0,0,17,1,1,0,4456
Curaçao,16,0,1,11,4,0,0,304
Dominica,16,0,0,13,3,0,0,383
Namibia,16,0,0,8,8,0,0,704
Saint Kitts and Nevis,15,0,0,4,11,0,0,293
Saint Lucia,15,0,0,15,0,0,0,446
St. Vincent Grenadines,15,0,0,8,7,0,0,108
Nicaragua,13,0,3,7,3,0,0,0
Falkland Islands,13,0,0,11,2,0,0,353
Turks and Caicos,12,0,1,5,6,0,0,83
Burundi,11,0,1,4,6,0,0,284
Montserrat,11,0,1,2,8,1,0,36
Greenland,11,0,0,11,0,0,0,1200
Seychelles,11,0,0,6,5,0,0,0
Gambia,10,0,1,8,1,0,0,401
Suriname,10,0,1,7,2,0,0,404
Vatican City,10,1,0,2,8,0,0,0
MS Zaandam,9,0,2,0,7,0,0,0
Papua New Guinea,8,0,0,0,8,0,0,604
Sao Tome and Principe,8,4,0,4,4,0,0,19
Mauritania,7,0,1,6,0,0,0,1032
Bhutan,7,0,0,5,2,0,0,9865
British Virgin Islands,6,0,1,3,2,0,0,0
St. Barth,6,0,0,6,0,0,0,0
South Sudan,6,0,0,0,6,0,0,0
Western Sahara,6,0,0,5,1,0,0,0
Caribbean Netherlands,5,0,0,0,5,0,0,110
Anguilla,3,0,0,3,0,0,0,0
Saint Pierre Miquelon,1,0,0,0,1,0,0,0
Yemen,1,0,0,1,0,0,0,120
China,82836,6,4633,77555,648,50,0,0
