country,confirmed,new_cases,deaths,recovered,active,critical,new_deaths,total_tests
Guatemala,832,34,23,90,719,5,2,7200
Sri Lanka,824,1,9,240,575,1,0,32078
Lebanon,796,12,26,223,547,42,1,48673
Niger,781,0,42,586,153,0,0,5432
Costa Rica,765,0,6,445,314,6,0,15140
Andorra,752,0,47,526,179,14,0,1673
El Salvador,742,47,15,257,470,4,0,37306
Burkina Faso,736,0,48,562,126,0,0,0
Maldives,734,86,3,20,711,2,0,9863
Diamond Princess,712,0,13,645,54,4,0,0
Uruguay,684,0,17,492,175,9,0,25698
Mali,650,0,32,271,347,0,0,2172
San Marino,623,1,41,114,468,4,0,2860
Georgia,623,8,10,288,325,6,1,25861
Kenya,621,14,29,202,390,1,0,29430
Guinea-Bissau,564,0,2,25,537,0,0,1500
Channel Islands,545,0,40,445,60,0,0,5342
Tajikistan,522,61,12,0,510,0,0,0
Jordan,508,14,9,385,114,5,0,106314
Gabon,504,0,8,110,386,1,0,724
Malta,489,3,5,419,65,0,0,40493
Jamaica,488,10,9,58,421,0,0,6417
Tanzania,480,0,16,167,297,7,0,0
Paraguay,462,0,10,148,304,9,0,11913
Taiwan,440,0,6,355,79,0,0,66460
Equatorial Guinea,439,0,4,13,422,0,0,854
Réunion,427,0,0,354,73,3,0,17200
Venezuela,381,0,10,185,186,1,0,502771
Palestine,375,0,2,226,147,0,0,34511
Mauritius,332,0,10,320,2,3,0,60466
Isle of Man,329,0,23,271,35,19,0,3625
Montenegro,324,0,8,266,50,2,0,7816
Vietnam,288,0,0,241,47,8,0,261004
Congo,274,10,10,33,231,0,0,0
Rwanda,271,0,0,133,138,0,0,38834
Sierra Leone,257,26,17,54,186,0,1,0
Chad,253,0,27,50,176,0,0,0
Benin,242,102,2,62,178,0,0,0
Cabo Verde,230,12,2,44,184,0,0,791
Sao Tome and Principe,208,21,5,4,199,0,1,175
Ethiopia,194,3,4,95,95,1,0,30306
Madagascar,193,0,0,101,92,1,0,3968
Liberia,189,0,20,79,90,0,0,0
Faeroe Islands,187,0,0,186,1,0,0,8403
Martinique,183,0,14,83,86,3,0,0
Myanmar,176,0,6,67,103,0,0,10227
Zambia,167,14,4,111,52,1,0,10270
Guadeloupe,153,0,13,104,36,4,0,0
Eswatini,153,0,2,12,139,0,0,714
Togo,145,10,10,85,50,0,1,9657
Gibraltar,144,0,0,141,3,0,0,3366
Brunei,141,0,1,132,8,2,0,15300
French Guiana,138,0,1,112,25,0,0,0
Haiti,129,0,12,16,101,0,0,1142
Cambodia,122,0,0,120,2,1,0,13075
Bermuda,118,0,7,61,50,4,0,3719
Trinidad and Tobago,116,0,8,103,5,0,0,2229
Nepal,102,1,0,30,72,0,0,67066
Aruba,101,0,3,89,9,4,0,1817
Uganda,101,0,0,55,46,0,0,50711
Monaco,95,0,4,82,9,1,0,0
CAR,94,0,0,10,84,0,0,3498
Guyana,93,0,10,34,49,3,0,736
Bahamas,92,0,11,26,55,1,0,1500
Barbados,82,0,7,53,22,4,0,2699
Liechtenstein,82,0,1,55,26,0,0,900
Mozambique,82,1,0,27,55,0,0,3356
Cayman Islands,80,0,1,35,44,3,0,3126
Sint Maarten,76,0,14,44,18,7,0,329
South Sudan,74,0,0,0,74,0,0,1247
Libya,64,0,3,24,37,0,0,2338
French Polynesia,60,0,0,56,4,1,0,2816
Syria,47,2,3,27,17,0,0,0
Macao,45,0,0,40,5,1,0,0
Malawi,43,0,3,14,26,1,0,1112
Mongolia,42,1,0,13,29,0,0,9137
Eritrea,39,0,0,30,9,0,0,0
Saint Martin,38,0,3,30,5,1,0,0
Angola,36,0,2,11,23,0,0,3000
Yemen,34,9,7,1,26,0,2,120
Zimbabwe,34,0,4,5,25,0,0,16052
Antigua and Barbuda,25,0,3,16,6,1,0,153
Timor-Leste,24,0,0,21,3,0,0,738
Botswana,23,0,1,9,13,0,0,9066
Grenada,21,0,0,13,8,4,0,1406
Laos,19,0,0,9,10,0,0,2733
Belize,18,0,2,16,0,0,0,1043
Gambia,18,0,1,9,8,0,0,756
Fiji,18,0,0,14,4,0,0,1300
New Caledonia,18,0,0,18,0,0,0,5213
Saint Lucia,18,0,0,17,1,0,0,575
St. Vincent Grenadines,17,0,0,9,8,0,0,137
Nicaragua,16,0,5,7,4,0,0,0
Curaçao,16,0,1,14,1,0,0,389
Dominica,16,0,0,14,2,0,0,416
Namibia,16,0,0,9,7,0,0,1283
Burundi,15,0,1,7,7,0,0,284
Saint Kitts and Nevis,15,0,0,12,3,0,0,327
Falkland Islands,13,0,0,13,0,0,0,395
Turks and Caicos,12,0,1,8,3,0,0,109
Vatican City,12,0,0,2,10,0,0,0
Montserrat,11,0,1,7,3,1,0,36
Greenland,11,0,0,11,0,0,0,1394
Seychelles,11,0,0,8,3,0,0,0
Suriname,10,0,1,9,0,0,0,404
MS Zaandam,9,0,2,0,7,0,0,0
Comoros,8,0,1,0,7,0,0,0
Mauritania,8,0,1,6,1,0,0,1842
Papua New Guinea,8,0,0,8,0,0,0,2402
British Virgin Islands,7,0,1,3,3,0,0,132
Bhutan,7,0,0,5,2,0,0,11492
Caribbean Netherlands,6,0,0,0,6,0,0,110
St. Barth,6,0,0,6,0,0,0,0
Western Sahara,6,0,0,5,1,0,0,0
Anguilla,3,0,0,3,0,0,0,0
Saint Pierre Miquelon,1,0,0,0,1,0,0,0
China,82886,1,4633,77993,260,18,0,0
