country,confirmed,new_cases,deaths,recovered,active,critical,new_deaths,total_tests
Greece,2834,15,163,1374,1297,22,1,128525
Uzbekistan,2746,8,12,2247,487,8,1,460000
Guinea,2658,0,16,1133,1509,18,0,10304
Honduras,2565,105,138,278,2149,10,4,5653
Senegal,2480,51,25,973,1482,6,0,24599
Bosnia and Herzegovina,2290,23,133,1436,721,4,4,49832
Sudan,2289,0,97,222,1970,0,0,0
Croatia,2226,2,95,1936,195,10,0,53877
Bulgaria,2211,36,108,598,1505,45,3,65574
Ivory Coast,2061,0,25,987,1049,0,0,15260
Cuba,1872,10,79,1495,298,10,0,81917
Iceland,1802,0,10,1786,6,0,0,56875
North Macedonia,1792,30,101,1293,398,21,3,21436
Estonia,1774,4,63,938,773,4,0,69520
Guatemala,1763,120,33,138,1592,5,3,7200
Lithuania,1541,7,56,997,488,17,1,228726
Tajikistan,1524,202,39,0,1485,0,3,0
New Zealand,1499,1,21,1433,45,0,0,228148
Slovakia,1494,1,28,1163,303,3,0,142462
Slovenia,1466,1,104,273,1089,5,1,69363
DRC,1455,0,61,270,1124,0,0,0
Somalia,1421,64,56,152,1213,2,1,0
Mayotte,1342,30,18,627,697,10,0,5200
El Salvador,1338,73,27,462,849,23,1,55694
Djibouti,1331,0,4,950,377,0,0,17106
Gabon,1320,0,11,244,1065,10,0,7445
Kyrgyzstan,1138,21,14,804,320,5,0,59490
Maldives,1090,12,4,58,1028,9,0,11775
Hong Kong,1056,3,4,1024,28,1,0,168291
Tunisia,1037,0,45,807,185,3,0,39778
Latvia,1008,11,19,662,327,2,0,88405
Sri Lanka,981,24,9,538,434,1,0,43137
Guinea-Bissau,969,0,4,26,939,0,0,1500
Albania,946,13,31,715,200,1,0,12024
Cyprus,916,2,17,515,384,10,0,87549
Lebanon,911,9,26,247,638,3,0,61479
Niger,889,0,51,689,149,0,0,5816
Kenya,887,57,50,313,524,1,0,43712
Costa Rica,863,10,10,565,288,3,0,20115
Mali,860,25,52,494,314,0,4,3383
Burkina Faso,796,14,51,644,101,0,0,0
Paraguay,786,8,11,202,573,0,0,20124
Andorra,761,0,51,615,95,3,0,3750
Zambia,753,74,7,188,558,1,0,17354
Uruguay,733,0,19,558,156,5,0,33036
Diamond Princess,712,0,13,651,48,4,0,0
Georgia,695,12,12,425,258,6,0,36248
San Marino,654,1,41,201,412,1,0,3499
Jordan,613,6,9,408,196,5,0,144356
Equatorial Guinea,594,0,7,22,565,0,0,854
Channel Islands,554,0,43,458,53,0,0,5342
Malta,553,7,6,454,93,1,0,50616
Jamaica,517,6,9,121,387,0,0,8193
Tanzania,509,0,21,183,305,7,0,0
Sierra Leone,505,43,32,141,332,0,3,0
Venezuela,504,0,10,241,253,1,0,540236
Chad,503,29,53,117,333,0,3,0
Réunion,443,0,0,354,89,4,0,17200
Taiwan,440,0,7,395,38,0,0,69206
Congo,391,0,15,87,289,0,0,0
Palestine,381,5,2,335,44,0,0,44876
Haiti,358,0,20,29,309,0,0,1669
Benin,339,0,2,83,254,0,0,25471
Isle of Man,335,0,24,285,26,9,0,4102
Mauritius,332,0,10,322,0,0,0,86887
Cabo Verde,328,0,3,84,241,0,0,892
CAR,327,0,0,13,314,0,0,3498
Montenegro,324,0,9,311,4,2,0,10167
Vietnam,320,2,0,260,60,2,0,275000
Ethiopia,317,11,5,113,199,0,0,57254
Madagascar,304,21,1,114,189,2,1,5670
Togo,298,0,11,99,188,0,0,12510
Nepal,295,14,2,36,257,0,1,92440
Rwanda,292,3,0,197,95,0,0,49374
South Sudan,290,54,4,4,282,0,0,3356
Sao Tome and Principe,235,0,7,4,224,0,0,175
Uganda,227,0,0,63,164,0,0,72161
Liberia,226,3,21,120,85,0,1,0
Eswatini,203,1,2,73,128,0,0,4160
French Guiana,197,0,1,125,71,0,0,0
Martinique,192,0,14,91,87,0,0,0
Faeroe Islands,187,0,0,187,0,0,0,8863
Myanmar,184,2,6,97,81,0,0,13634
Guadeloupe,155,0,13,109,33,3,0,2866
Gibraltar,147,0,0,145,2,0,0,5060
Brunei,141,0,1,136,4,2,0,16892
Mozambique,137,8,0,43,94,0,0,6011
Mongolia,136,1,0,21,115,2,0,10318
Yemen,128,6,20,1,107,0,2,120
Bermuda,123,0,9,73,41,2,0,5017
Cambodia,122,0,0,122,0,1,0,15152
Guyana,117,0,10,43,64,2,0,1089
Trinidad and Tobago,116,0,8,107,1,0,0,2670
Aruba,101,0,3,93,5,4,0,1937
Bahamas,96,0,11,42,43,1,0,1794
Monaco,96,0,4,87,5,1,0,0
Cayman Islands,94,0,1,55,38,0,0,5900
Barbados,86,0,7,67,12,4,0,3783
Liechtenstein,82,0,1,55,26,0,0,900
Sint Maarten,77,0,15,54,8,7,0,414
Libya,65,0,3,35,27,0,0,3633
Malawi,65,0,3,24,38,1,0,1762
French Polynesia,60,0,0,59,1,0,0,3216
Syria,58,7,3,36,19,0,0,0
Angola,48,0,2,17,29,0,0,6136
Macao,45,0,0,43,2,1,0,0
Zimbabwe,44,2,4,17,23,0,0,27059
Mauritania,40,0,4,7,29,0,0,2015
Saint Martin,39,0,3,30,6,1,0,0
Eritrea,39,0,0,39,0,0,0,0
Nicaragua,25,0,8,7,10,0,0,0
Antigua and Barbuda,25,0,3,19,3,1,0,183
Botswana,24,0,1,17,6,0,0,11495
Timor-Leste,24,0,0,24,0,0,0,738
Burundi,23,8,1,15,7,0,0,284
Gambia,23,0,1,12,10,0,0,1341
Grenada,22,0,0,14,8,4,0,2419
Bhutan,21,0,0,5,16,0,0,13701
Laos,19,0,0,14,5,0,0,4451
Belize,18,0,2,16,0,0,0,1043
Fiji,18,0,0,15,3,0,0,1300
New Caledonia,18,0,0,18,0,0,0,5454
Saint Lucia,18,0,0,18,0,0,0,786
St. Vincent Grenadines,17,0,0,14,3,0,0,155
Curaçao,16,0,1,14,1,0,0,389
Dominica,16,0,0,15,1,0,0,420
Namibia,16,0,0,13,3,0,0,2074
Saint Kitts and Nevis,15,0,0,14,1,0,0,327
Falkland Islands,13,0,0,13,0,0,0,402
Turks and Caicos,12,0,1,10,1,0,0,109
Vatican City,12,0,0,2,10,0,0,0
Comoros,11,0,1,3,7,0,0,0
Montserrat,11,0,1,10,0,0,0,36
Greenland,11,0,0,11,0,0,0,1629
Seychelles,11,0,0,10,1,0,0,0
Suriname,10,0,1,9,0,0,0,404
MS Zaandam,9,0,2,0,7,0,0,0
British Virgin Islands,8,0,1,6,1,0,0,167
Papua New Guinea,8,0,0,8,0,0,0,2402
Caribbean Netherlands,6,0,0,6,0,0,0,357
St. Barth,6,0,0,6,0,0,0,0
Western Sahara,6,0,0,6,0,0,0,0
Anguilla,3,0,0,3,0,0,0,0
Lesotho,1,0,0,0,1,0,0,0
Saint Pierre Miquelon,1,0,0,1,0,0,0,0
China,82947,6,4633,78227,87,10,0,0
